uniprot_id,features
O14936,-0.093332 0.367783 0.216988 -0.115295 -0.182871 0.226557 -0.216114 0.187244 0.388605 -0.147900 0.234922 -0.005384 0.322659 0.250370 0.228613 0.121176 0.035429 0.224271 0.230239 -0.130101 0.217574 -0.258947 -0.143156 -0.110139 -0.108235 0.171970 0.009161 0.180693 0.318185 -0.121960 0.209897 0.338654 0.185741 0.184231 0.195895 -0.043906 -0.164355 -0.151308 0.226498 -0.131580 -0.147713 0.163406 0.300201 -0.119325 0.034164 0.157548 0.109517 -0.162480 -0.025880 0.148301 -0.002925 -0.098248 0.198465 0.238000 0.183372 0.250126 0.185339 0.179392 -0.178242 -0.144254 0.016668 0.205934 -0.017392 -0.110698
O14939,-0.825724 -1.016728 -0.612284 0.738433 -0.571490 0.905379 -0.453740 -0.640863 0.927344 -0.856039 -0.643860 -1.016908 1.360692 -0.528501 -0.502926 -0.667076 -1.165198 -0.495049 -1.015548 0.728358 -0.593162 0.630970 -1.135316 0.661728 -0.558054 -0.604839 -1.302869 -1.056279 1.038831 -0.811816 -0.568010 1.297152 -0.639097 -0.552113 -0.997847 0.493502 0.658550 0.648350 -0.484869 0.650599 0.610016 -0.624578 0.410174 -1.361366 -1.064906 -0.607836 -0.769995 0.664127 -0.939589 -0.683116 -1.259356 0.778669 -1.286036 0.657712 0.452710 0.530817 -0.570705 -0.603936 -0.615394 0.686626 -1.158869 -0.626289 -1.392532 -0.724712
O14958,-0.172713 0.003878 0.290265 -0.322487 -0.291095 0.098860 -0.239713 0.292851 0.230963 -0.228060 0.275981 -0.123044 0.147760 0.299000 0.287845 0.280003 -0.175404 0.311959 0.149232 -0.300271 0.301195 -0.327821 -0.123994 -0.313598 -0.257923 0.285799 -0.062028 0.164929 0.186397 -0.281913 0.302979 0.007317 0.284070 0.313764 0.100957 0.059389 -0.325352 -0.309701 0.311396 -0.336761 -0.320592 0.299558 0.253500 -0.098575 -0.159104 0.312076 0.279851 -0.333207 -0.129405 0.287225 0.021194 -0.330096 0.028377 0.285699 0.264535 0.285438 0.275595 0.304898 -0.245130 -0.320510 -0.022982 0.294840 -0.005690 -0.263773
O14964,-0.300169 -0.731947 -0.441521 0.693093 -0.119309 0.890832 -0.426563 -0.516676 0.219140 -0.755506 -0.477487 -0.618124 0.892646 -0.507017 -0.516361 -0.533471 -0.101002 -0.615405 -0.648958 0.501031 -0.514774 0.488541 -0.800403 0.652219 -0.258657 -0.440622 -0.603027 -0.703431 0.468333 -0.297597 -0.589027 0.923189 -0.503663 -0.612534 -1.185178 0.845130 0.509735 0.593995 -0.410909 0.598601 0.525954 -0.531782 -0.131737 -0.271014 -0.349778 -0.613211 -0.518796 0.608815 -0.787328 -0.576574 -0.877195 0.788137 -1.122315 -0.038435 0.106670 -0.250365 -0.577056 -0.529963 0.151789 0.613700 -0.527997 -0.477325 -0.629105 -0.511762
O14965,0.767963 0.377577 -1.541165 1.429023 2.238036 -1.032548 1.315107 -1.476717 -1.842802 0.800917 -1.383205 0.135392 -2.302360 -1.436041 -1.416859 -1.780108 1.795372 -1.482234 -0.349809 1.466830 -1.370563 1.162851 0.473707 1.601077 1.916538 -1.400778 0.705821 -0.401836 -1.615236 1.279142 -1.397680 -1.509882 -1.646966 -1.553423 -0.847099 -1.057801 1.587958 1.381223 -1.577058 1.512079 1.684486 -1.620850 -1.995252 0.122270 1.539754 -1.541370 -1.563238 1.477886 1.053770 -1.692141 -0.295311 1.874408 -0.165512 -2.377951 -2.173072 -2.095613 -1.356379 -1.610419 2.029769 1.360977 -0.148847 -1.528298 -0.062808 1.503080
O14976,-0.491915 -0.346434 0.171725 -0.141994 -0.434869 0.503466 -0.466689 0.169502 0.503975 -0.496793 0.177691 -0.407792 0.606522 0.188934 0.194675 0.176470 -0.411973 0.189496 -0.129073 -0.113837 0.168246 -0.129355 -0.475997 -0.151164 -0.442330 0.161669 -0.326696 -0.103807 0.592022 -0.467175 0.183279 0.622351 0.177869 0.197497 -0.114143 0.608186 -0.148377 -0.173184 0.224176 -0.159223 -0.143526 0.184116 0.459359 -0.459981 -0.371113 0.184807 0.166347 -0.135316 -0.465242 0.175940 -0.264445 -0.116826 -0.270849 0.524737 0.524093 0.610105 0.145478 0.158316 -0.478172 -0.132906 -0.389225 0.168656 -0.383326 -0.487466
O14980,0.902611 -3.238877 -4.686147 5.540989 3.040624 1.786815 1.559590 -5.289742 0.378667 0.398229 -4.963544 1.462835 -0.219660 -5.382085 -4.987584 -4.953442 -0.275020 -5.135398 -2.323307 4.924547 -5.291775 5.306997 1.279044 5.399162 -0.248235 -4.584048 -1.019113 -2.638406 0.607746 2.690671 -5.290186 0.390918 -5.038351 -5.088842 -4.144953 1.196065 4.956009 5.330820 -4.464829 5.482083 5.018856 -5.116079 -2.930721 -1.159430 -1.617451 -5.360449 -5.216261 4.578254 -2.241195 -4.822173 -3.458490 6.244742 -2.342909 -2.638646 -1.891087 -5.995782 -4.735323 -4.959364 4.745054 5.108337 -0.677722 -4.903936 -2.793684 1.680370
O14983,-0.387447 -0.099805 0.281265 -0.273513 -0.378257 0.267253 -0.404031 0.270787 0.464045 -0.354126 0.271858 -0.211192 0.365229 0.292780 0.297220 0.281661 -0.303759 0.297136 0.087280 -0.270552 0.274211 -0.245085 -0.258524 -0.292603 -0.456769 0.284924 -0.113706 0.055667 0.425307 -0.360708 0.294383 0.302415 0.288147 0.319777 0.094561 0.343405 -0.284943 -0.285311 0.296694 -0.299006 -0.288528 0.293217 0.431916 -0.245643 -0.381170 0.294424 0.272721 -0.301056 -0.265718 0.291085 -0.106469 -0.262542 -0.077677 0.470374 0.428299 0.462591 0.271828 0.290588 -0.399443 -0.285146 -0.184483 0.277116 -0.136435 -0.351276
O15034,-0.454039 -0.220101 0.273234 -0.292465 -0.431493 0.283670 -0.474066 0.272377 0.465318 -0.433900 0.275284 -0.287836 0.386055 0.295863 0.299432 0.278520 -0.377279 0.294520 0.042101 -0.265834 0.278276 -0.269711 -0.390977 -0.312641 -0.514083 0.290883 -0.181648 0.033388 0.476550 -0.466903 0.299315 0.365409 0.283581 0.330098 0.036330 0.397122 -0.289933 -0.306702 0.305509 -0.310691 -0.297775 0.304881 0.471583 -0.355164 -0.448231 0.307574 0.274513 -0.306224 -0.366071 0.286900 -0.201924 -0.280269 -0.199522 0.481307 0.452517 0.486397 0.257251 0.301036 -0.462511 -0.292026 -0.292833 0.276656 -0.235638 -0.419627
O15067,0.191436 0.116675 0.074588 -0.077180 0.108847 0.236725 -0.017789 0.091568 0.023843 0.078070 0.008116 -0.126916 -0.155559 0.031595 -0.012928 0.115927 -0.004104 -0.040804 0.177665 0.071260 0.028511 0.096904 0.050214 -0.068047 0.071524 0.071985 0.203754 0.096323 0.006362 0.184804 -0.026920 -0.195618 0.061788 -0.015940 0.126465 0.442277 -0.064879 -0.017757 0.074684 0.017478 0.032885 0.038823 -0.071921 0.017566 -0.116631 0.011428 0.193717 -0.015745 0.129294 0.110600 0.028392 0.025239 0.308519 -0.133536 0.014174 -0.216459 0.051455 0.049986 -0.014542 -0.044739 0.122152 0.108938 0.124036 0.230617
O15075,-0.289899 -0.068174 0.252249 -0.276475 -0.311707 0.143998 -0.359217 0.249733 0.295847 -0.299236 0.248058 -0.215002 0.201887 0.267092 0.261785 0.243191 -0.208096 0.268951 0.089799 -0.248671 0.251588 -0.258566 -0.230538 -0.270897 -0.340094 0.257243 -0.067422 0.105189 0.302866 -0.340215 0.263091 0.198218 0.250959 0.283122 0.088361 0.238679 -0.262151 -0.271064 0.284476 -0.292914 -0.278764 0.266435 0.330878 -0.230348 -0.259178 0.276409 0.251772 -0.280255 -0.209457 0.254980 -0.102220 -0.274555 -0.082904 0.322058 0.279706 0.356011 0.225031 0.270872 -0.315823 -0.269050 -0.172340 0.246303 -0.122669 -0.290809
O15111,-0.251833 -0.513243 -0.565122 0.832852 -0.233607 0.324804 -0.297785 -0.523762 -0.678132 -0.671990 -0.532059 -0.700152 1.083113 -0.547292 -0.580443 -0.723900 -0.131963 -0.606602 -1.060864 0.486500 -0.625933 0.179817 -0.657256 0.849207 0.356719 -0.726488 -0.993603 -0.923617 0.094438 -0.062097 -0.642002 0.989631 -0.637052 -0.747549 -1.120488 0.352826 0.607582 0.632149 -0.483874 0.715900 0.711399 -0.757065 -0.418711 -0.471850 0.070572 -0.757101 -0.737233 0.854827 -0.819301 -0.720983 -0.363273 0.831542 -1.054325 -0.310422 -0.044962 0.257493 -0.630119 -0.721776 0.180089 0.596811 -0.406415 -0.576078 -0.936448 -1.090670
O15146,-0.520990 -0.295352 0.224145 -0.234541 -0.440683 0.378661 -0.497037 0.213117 0.530312 -0.454603 0.222562 -0.364266 0.442733 0.253613 0.252225 0.214886 -0.439466 0.257314 -0.016779 -0.193442 0.236160 -0.207100 -0.453297 -0.254574 -0.533591 0.243252 -0.258590 0.001701 0.545994 -0.534214 0.242885 0.442784 0.227524 0.277558 0.014995 0.437705 -0.221381 -0.255790 0.264607 -0.252366 -0.239743 0.245280 0.484023 -0.482584 -0.542211 0.255849 0.215139 -0.249682 -0.424742 0.227974 -0.293491 -0.201430 -0.303874 0.514797 0.445601 0.528795 0.204254 0.242711 -0.527600 -0.222367 -0.339373 0.218857 -0.357116 -0.429438
O15197,0.064272 0.338194 0.329187 -0.408059 -0.119371 -0.345455 -0.060719 0.354975 -0.097807 0.107309 0.349415 0.163709 -0.205478 0.347464 0.359445 0.349551 0.257462 0.410222 0.343980 -0.402098 0.359076 -0.498794 0.036487 -0.384208 -0.059032 0.325039 0.207901 0.364020 -0.084639 0.010039 0.363448 -0.234526 0.318147 0.339296 0.344668 -0.395660 -0.405142 -0.380878 0.354596 -0.377340 -0.407023 0.363614 0.116642 0.118741 0.323628 0.345576 0.324355 -0.381806 0.088871 0.322639 0.305965 -0.473427 0.196612 -0.019902 -0.042450 -0.039828 0.379506 0.363805 -0.163636 -0.425402 0.224059 0.367207 0.108177 0.136850
O15243,-0.518178 -0.280353 0.269124 -0.282815 -0.484387 0.371529 -0.515049 0.271341 0.531191 -0.477107 0.268657 -0.375293 0.446691 0.298198 0.290224 0.273542 -0.455522 0.288809 0.017896 -0.246109 0.279285 -0.251071 -0.469389 -0.308423 -0.571910 0.287257 -0.238325 0.022385 0.553060 -0.533804 0.291182 0.438063 0.277241 0.324598 0.008374 0.503093 -0.279120 -0.305900 0.301840 -0.301583 -0.285599 0.294703 0.518643 -0.440085 -0.517757 0.306056 0.269834 -0.293917 -0.439773 0.279617 -0.251242 -0.254338 -0.282838 0.535730 0.499762 0.547522 0.247473 0.295195 -0.526720 -0.277148 -0.349369 0.267365 -0.322192 -0.465483
O15264,0.468598 0.429279 0.080194 0.082685 0.480618 0.477950 0.461320 0.017936 0.110104 0.364966 -0.026703 0.392071 -0.150970 -0.035768 -0.099089 -0.108581 0.887711 -0.128313 0.460228 0.136789 -0.054678 0.157344 0.331560 0.170522 0.521379 0.038056 0.535223 0.405806 -0.176464 0.855410 -0.130544 -0.379727 -0.019319 -0.147242 -0.021974 0.074367 0.079823 0.127951 -0.003095 0.154536 0.137901 -0.074117 -0.275667 0.473970 -0.024021 -0.077210 0.017968 0.032815 0.351306 -0.048321 0.115317 0.182402 0.547359 -0.398712 -0.104336 -0.664437 0.079006 -0.046587 0.452529 0.089045 0.576670 -0.013301 0.267255 0.479320
O15304,0.172041 0.218379 0.154783 -0.276544 -0.105001 -0.427940 0.102946 0.192570 -0.344173 0.048977 0.154506 -0.092086 -0.248248 0.116599 0.146875 0.198934 0.168549 0.201564 0.022060 -0.248556 0.196248 -0.290052 0.012211 -0.206055 0.180781 0.175414 0.087919 0.132746 -0.237139 -0.075529 0.155715 -0.385989 0.189390 0.135513 0.171869 -0.314949 -0.256606 -0.223753 0.205308 -0.217561 -0.226341 0.186740 -0.118919 0.046548 0.196480 0.161816 0.195904 -0.205701 0.079894 0.112028 0.081043 -0.337643 0.187062 -0.308048 -0.226169 -0.257626 0.128112 0.213474 -0.019523 -0.301132 0.028880 0.189458 0.195968 -0.009267
O15342,-0.457141 -0.204966 0.270336 -0.273225 -0.435925 0.324752 -0.462280 0.266329 0.487771 -0.426301 0.266273 -0.308616 0.367495 0.296573 0.292776 0.274225 -0.398848 0.290315 0.041025 -0.255020 0.271650 -0.246325 -0.343302 -0.302357 -0.529082 0.293688 -0.163351 0.025377 0.492102 -0.461689 0.291765 0.375210 0.281216 0.322903 0.058959 0.435452 -0.275557 -0.296059 0.293525 -0.302733 -0.290818 0.298087 0.483847 -0.387268 -0.481832 0.304107 0.269830 -0.301127 -0.362764 0.286930 -0.197669 -0.260113 -0.194763 0.491830 0.467287 0.488353 0.259909 0.288045 -0.451875 -0.275942 -0.271112 0.264480 -0.260103 -0.411945
O15350,0.048561 -0.276239 -0.304821 0.373155 -0.147189 -0.105434 -0.128449 -0.251768 -0.426170 -0.258486 -0.307407 -0.625299 0.390019 -0.325286 -0.365023 -0.334013 -0.107616 -0.249977 -0.589632 0.268261 -0.273884 0.225994 -0.241008 0.371500 0.155833 -0.346061 -0.318280 -0.412806 -0.038593 0.029028 -0.358945 0.290448 -0.257677 -0.405898 -0.462674 0.249051 0.306331 0.286325 -0.095856 0.271899 0.311973 -0.316552 -0.393570 -0.308282 0.180709 -0.367602 -0.273699 0.393276 -0.279199 -0.380828 -0.069667 0.358309 -0.405650 -0.282888 -0.168787 0.097298 -0.406026 -0.282143 0.210537 0.322330 -0.125477 -0.271084 -0.330722 -0.219117
O15379,1.554599 0.492044 -0.801539 0.719311 1.109032 -1.742104 1.260056 -0.678222 -1.460039 1.278829 -0.711066 0.221511 -1.076354 -0.903226 -0.862645 -0.689602 0.820383 -0.728053 -0.354732 0.648183 -0.678215 0.633763 0.417870 0.751206 1.318909 -0.781528 0.736520 0.053913 -1.160643 1.347970 -0.767095 -0.913110 -0.608001 -0.944956 0.010484 -0.237762 0.781433 0.721785 -0.439837 0.812960 0.743915 -0.734101 -1.629534 0.570655 1.420834 -0.866170 -0.561497 0.829310 0.953503 -0.862388 0.996128 0.620078 0.247851 -1.542067 -1.372079 -1.480565 -0.821312 -0.627666 1.578919 0.699512 0.846228 -0.505240 0.794966 1.308611
O15382,-0.187791 0.074026 0.312903 -0.338830 -0.303038 -0.013663 -0.249082 0.309605 0.214334 -0.215247 0.297947 -0.108701 0.047646 0.312887 0.316762 0.319859 -0.101731 0.318754 0.202102 -0.326090 0.304965 -0.315437 -0.087256 -0.334470 -0.286427 0.317123 0.128702 0.167091 0.197205 -0.251849 0.319745 0.053383 0.300492 0.334037 0.241420 0.155913 -0.335643 -0.321247 0.307429 -0.329248 -0.345917 0.326843 0.300632 -0.099087 -0.125069 0.321637 0.296595 -0.324077 -0.176336 0.315684 0.093107 -0.336087 0.037204 0.254432 0.227993 0.251187 0.323980 0.307933 -0.265689 -0.341428 -0.031344 0.307586 -0.011576 -0.152758
O15392,0.363845 0.164404 -0.022994 0.031566 0.228022 -0.238042 0.344936 -0.020549 -0.457894 0.191230 -0.009904 0.206918 -0.236847 -0.023124 -0.092526 -0.064694 0.350347 -0.008477 -0.020596 -0.010769 -0.035572 -0.046470 0.419588 0.043802 0.385701 -0.097849 0.001377 0.141157 -0.249327 0.239341 -0.052813 -0.571393 -0.017313 -0.069056 -0.058287 -0.286993 0.060721 0.039570 -0.008069 0.040428 0.032702 -0.076664 -0.265741 0.188180 0.009784 -0.036274 -0.022390 0.016732 0.275228 -0.068674 0.312487 0.000649 0.162998 -0.311787 -0.246090 -0.185941 -0.063490 -0.054889 0.376523 0.020556 0.201005 0.018548 0.352563 0.327731
O15393,-0.515981 -0.318828 0.287570 -0.292193 -0.494469 0.408556 -0.520664 0.278868 0.553179 -0.468503 0.282958 -0.398036 0.496587 0.308090 0.295235 0.292031 -0.471602 0.304009 -0.017820 -0.255308 0.286939 -0.265423 -0.474486 -0.316785 -0.563083 0.300416 -0.287806 0.002336 0.559724 -0.537713 0.298296 0.474405 0.287766 0.330866 -0.030180 0.496468 -0.287527 -0.315860 0.307814 -0.311982 -0.294901 0.300892 0.535831 -0.474181 -0.579937 0.321708 0.282094 -0.316048 -0.459564 0.289570 -0.303681 -0.284097 -0.300790 0.537030 0.544664 0.594527 0.272658 0.300931 -0.541544 -0.294568 -0.385538 0.285243 -0.348136 -0.492569
O15399,0.074257 0.343949 0.164110 -0.125405 0.004193 -0.112581 -0.078740 0.144296 0.054630 -0.031148 0.213584 0.191859 -0.051570 0.196759 0.204996 0.095519 0.209962 0.189787 0.228756 -0.148121 0.184798 -0.328206 0.098456 -0.144386 0.022773 0.141886 -0.047983 0.228930 0.100648 -0.070774 0.196096 -0.016033 0.151761 0.167410 0.210438 -0.336878 -0.133497 -0.158830 0.166852 -0.145143 -0.182617 0.143445 0.134460 0.009239 0.142394 0.128847 0.082087 -0.171742 0.182251 0.098014 0.035266 -0.153187 0.137726 0.061374 -0.119102 -0.006763 0.126027 0.160124 0.002083 -0.163930 0.135829 0.178934 0.162336 0.047388
O15431,-0.406870 -0.224068 0.272279 -0.288586 -0.440353 0.325500 -0.474189 0.276872 0.447484 -0.414741 0.259763 -0.336392 0.356787 0.284427 0.283133 0.274781 -0.388144 0.284228 0.028971 -0.252145 0.273284 -0.251053 -0.390133 -0.310871 -0.501087 0.278676 -0.185676 0.043819 0.467659 -0.483129 0.280170 0.342052 0.278504 0.309375 0.036722 0.443494 -0.279430 -0.300554 0.303004 -0.302773 -0.290891 0.292407 0.444398 -0.403047 -0.422885 0.299951 0.281654 -0.289176 -0.372709 0.288926 -0.192836 -0.276938 -0.200956 0.459499 0.428501 0.481099 0.249644 0.290503 -0.491447 -0.281495 -0.276700 0.273166 -0.295700 -0.361885
O15432,-0.240088 0.319476 0.254620 -0.250988 -0.253725 -0.145879 -0.098302 0.257660 0.319243 -0.228910 0.284732 0.188812 0.067129 0.300040 0.325899 0.293905 -0.002194 0.295160 0.237333 -0.308716 0.277134 -0.239587 -0.081916 -0.265590 -0.292096 0.311468 0.324029 0.173129 0.293834 -0.112829 0.328161 0.178928 0.282174 0.331164 0.255098 0.037945 -0.273809 -0.286873 0.227070 -0.281755 -0.268039 0.294563 0.336697 0.173294 0.005746 0.290740 0.238062 -0.282090 -0.082180 0.302623 0.167798 -0.231106 0.191425 0.278606 0.309927 0.272963 0.304550 0.294219 -0.189358 -0.279137 0.115253 0.258833 0.236731 -0.179203
O15438,-0.344430 -0.069836 0.295015 -0.278755 -0.325108 0.353813 -0.352495 0.273493 0.490476 -0.285006 0.260133 -0.147457 0.342140 0.302713 0.289515 0.284733 -0.210547 0.279325 0.171584 -0.239107 0.271360 -0.215347 -0.157269 -0.282443 -0.416963 0.276464 -0.068326 0.083697 0.396435 -0.310208 0.279843 0.278447 0.285593 0.309692 0.122616 0.394351 -0.263116 -0.270396 0.289462 -0.269555 -0.262725 0.296319 0.428777 -0.286744 -0.346727 0.296326 0.277472 -0.284031 -0.247196 0.304668 -0.108760 -0.239501 -0.029768 0.479086 0.440985 0.425488 0.296735 0.276095 -0.382677 -0.258541 -0.122292 0.260078 -0.178503 -0.231477
O15439,-0.476056 -0.234495 0.257059 -0.254150 -0.434109 0.355261 -0.470110 0.255145 0.522780 -0.448365 0.258308 -0.285141 0.426497 0.288125 0.278006 0.257688 -0.398768 0.266521 0.036013 -0.232406 0.255672 -0.221912 -0.393876 -0.286649 -0.539638 0.272126 -0.189746 -0.003080 0.526971 -0.466454 0.282410 0.425985 0.271290 0.313921 0.020235 0.491070 -0.256796 -0.281749 0.275230 -0.282158 -0.267635 0.284206 0.490175 -0.373681 -0.491801 0.288041 0.253416 -0.281372 -0.381966 0.277072 -0.205684 -0.235826 -0.219446 0.534450 0.491924 0.521899 0.245567 0.278417 -0.457004 -0.252167 -0.285512 0.245865 -0.243867 -0.426413
O15440,-0.342856 -0.071355 0.308409 -0.312020 -0.358215 0.246658 -0.381926 0.289657 0.436672 -0.321654 0.279748 -0.162443 0.286767 0.307358 0.307310 0.304453 -0.221454 0.299866 0.165378 -0.270074 0.289237 -0.252069 -0.246240 -0.310036 -0.429438 0.301068 -0.057426 0.106930 0.377148 -0.315081 0.305962 0.262543 0.293044 0.326543 0.132333 0.320041 -0.297170 -0.299995 0.309912 -0.306675 -0.302329 0.316086 0.418876 -0.276887 -0.307764 0.312319 0.296355 -0.313596 -0.275061 0.307254 -0.084045 -0.287549 -0.074335 0.423373 0.377822 0.399334 0.304954 0.300042 -0.368935 -0.301452 -0.151037 0.288085 -0.151926 -0.278251
O15446,-0.410489 -0.242194 0.295670 -0.318994 -0.429243 0.314807 -0.458100 0.290393 0.448973 -0.416862 0.284559 -0.290353 0.363395 0.302147 0.304184 0.292215 -0.379987 0.302992 0.054119 -0.280287 0.301884 -0.290717 -0.413951 -0.330918 -0.497236 0.307392 -0.202775 0.063542 0.447642 -0.464567 0.309217 0.341838 0.296803 0.337343 0.034212 0.412959 -0.303729 -0.322017 0.324694 -0.321201 -0.317482 0.316719 0.466948 -0.388924 -0.424760 0.320720 0.289794 -0.311724 -0.391679 0.301414 -0.177535 -0.310687 -0.216616 0.476589 0.439447 0.459464 0.282394 0.314374 -0.488032 -0.315662 -0.310747 0.295755 -0.283705 -0.392422
O15460,-0.509297 -0.252871 0.263084 -0.267080 -0.469941 0.376463 -0.485054 0.256071 0.537346 -0.444726 0.257464 -0.332945 0.446404 0.291672 0.284999 0.270788 -0.439287 0.279774 0.025432 -0.241009 0.269249 -0.229920 -0.429166 -0.296926 -0.555915 0.287859 -0.191679 0.010809 0.532374 -0.503039 0.286550 0.429903 0.273047 0.320025 0.031227 0.476127 -0.266607 -0.292518 0.291023 -0.291481 -0.274856 0.291910 0.523082 -0.422820 -0.517590 0.299471 0.257540 -0.285425 -0.404563 0.278999 -0.217179 -0.239521 -0.250622 0.533191 0.510868 0.541469 0.243447 0.289482 -0.500882 -0.262514 -0.310989 0.249355 -0.298089 -0.451663
O15530,0.069610 0.302021 0.142098 -0.087348 0.046458 0.238658 -0.112713 0.145838 0.169771 -0.149671 0.172623 -0.007063 0.220656 0.139488 0.123125 0.018463 0.360281 0.168495 0.369724 -0.073183 0.169309 -0.259714 -0.013196 -0.018956 0.029144 0.162562 0.067552 0.250702 0.139687 0.166207 0.136599 0.407064 0.076099 0.073122 0.144143 -0.078886 -0.079688 -0.092039 0.198941 -0.069457 -0.127411 0.063126 0.169002 0.070100 0.195264 0.096306 0.069426 -0.118629 -0.028370 0.107539 -0.052964 -0.065651 0.198202 -0.013385 0.088397 -0.067111 0.184175 0.107487 0.005346 -0.056555 0.109243 0.114055 -0.162095 -0.047434
O15540,-0.109781 0.045923 0.201910 -0.135334 -0.199240 0.305183 -0.183925 0.194006 0.296432 -0.144944 0.159601 -0.032197 0.084635 0.208659 0.171834 0.221342 -0.045531 0.143968 0.195946 -0.150150 0.170437 -0.064124 0.000215 -0.194717 -0.249297 0.220553 0.245612 0.091511 0.258247 -0.151530 0.170968 0.127017 0.187615 0.198122 0.245885 0.328830 -0.169275 -0.176269 0.133072 -0.188661 -0.167337 0.197662 0.259223 -0.011191 -0.263534 0.204375 0.219071 -0.192821 -0.104059 0.254452 0.041827 -0.110012 0.035638 0.281867 0.274519 0.177547 0.193022 0.190830 -0.109130 -0.124663 0.125027 0.140925 0.028022 -0.027859
O15547,-0.424784 -0.210835 0.299492 -0.315457 -0.443817 0.313034 -0.457043 0.293362 0.451322 -0.425980 0.287692 -0.283894 0.355731 0.310840 0.308420 0.297930 -0.386812 0.307437 0.053860 -0.279934 0.299779 -0.295980 -0.340489 -0.328658 -0.491686 0.311057 -0.203944 0.056396 0.450647 -0.465315 0.310242 0.343597 0.296870 0.335704 0.038772 0.410106 -0.307500 -0.317682 0.319485 -0.321828 -0.320265 0.318445 0.459213 -0.377750 -0.439551 0.324450 0.291035 -0.319215 -0.383636 0.303720 -0.191575 -0.309347 -0.215180 0.480330 0.442182 0.462974 0.281875 0.315833 -0.469836 -0.316912 -0.296373 0.287289 -0.254808 -0.397020
O15554,0.151578 0.503358 0.315613 -0.346787 -0.061458 -0.324522 -0.021017 0.327877 0.053675 0.038792 0.337815 0.366179 -0.245562 0.323596 0.355726 0.311757 0.218656 0.339037 0.388233 -0.373624 0.318703 -0.358613 0.322635 -0.325002 -0.046031 0.315683 0.350861 0.329277 -0.088431 0.075589 0.367975 -0.161374 0.316495 0.346588 0.424534 -0.284313 -0.360712 -0.315192 0.281540 -0.364201 -0.354028 0.325696 0.134404 0.259543 0.349807 0.307283 0.292507 -0.352144 0.208276 0.332962 0.348163 -0.367691 0.396120 0.027830 0.015628 -0.016606 0.356035 0.322474 0.048561 -0.386899 0.279276 0.334213 0.364906 0.066291
