uniprot_id,seq_features
P28222,"0.169019,0.184408,0.179889,-0.182747,0.184881,0.178479,0.185170,-0.181125,0.184007,-0.179721,0.180836,0.176699,-0.188998,-0.174207,-0.192035,-0.179346,-0.192645,0.170567,-0.171645,-0.184272,-0.180656,0.193431,0.188884,0.181750,-0.175036,-0.185507,0.180410,0.182456,0.178501,-0.184450,-0.177033,-0.165861,0.176405,-0.183394,0.186400,0.189388,-0.190988,-0.169481,0.184407,-0.167516,0.175182,-0.201910,0.180931,-0.189361,0.187646,0.182176,-0.196450,-0.187614,-0.177016,0.190533,0.191329,0.166654,-0.186708,0.166195,-0.191396,-0.182597,-0.177131,0.174797,0.189637,-0.180906,-0.179435,0.193996,0.190436,0.181455"
Q96EB6,"-2.000386,-2.639884,-2.340329,2.480747,-2.623906,-2.355098,-3.078070,3.039066,-2.795187,1.079894,-3.684464,-1.423500,1.446044,1.824379,1.650567,0.865579,4.014714,-1.746274,1.189857,2.508197,2.710795,-1.540230,-2.821514,-1.976918,2.724725,2.799172,-1.136321,-2.228385,-0.238745,2.747169,2.452428,1.524404,0.530547,2.391742,-3.088275,-2.803392,3.019176,1.853065,-3.051545,0.066349,-1.523844,1.384262,-2.782488,0.380311,-2.007031,-3.275858,2.399817,2.583353,3.187318,-2.284630,-1.855724,-1.530979,1.331573,0.878547,2.905394,2.384474,-0.147708,-2.645818,-1.491669,2.483717,1.243610,-0.757571,-1.075607,-2.240758"
P22607,"-19.093291,-16.520750,-17.244324,16.301981,-18.011829,-18.503903,-17.859452,15.661903,-19.725457,17.437183,-16.418584,-15.181493,18.923995,15.958155,19.819270,18.328225,15.769332,-17.332885,14.777547,18.229212,19.179759,-20.747076,-19.109452,-17.777572,18.126192,16.430865,-19.946363,-17.038679,-19.888417,20.265198,16.281973,16.156863,-19.814059,16.994509,-19.092011,-20.013087,15.168164,13.221575,-16.000657,16.531760,-17.781374,20.513065,-18.646310,20.078918,-18.760424,-14.199792,19.788454,17.337588,16.081692,-19.403856,-18.300998,-19.004107,17.532004,-12.377471,19.487927,19.156103,20.779886,-18.180985,-17.844916,17.876718,18.234715,-19.602386,-21.136731,-21.827003"
P00533,"-6.093817,-12.069473,-9.450159,8.800552,-9.724040,-10.425421,-11.525160,11.817863,-10.521463,10.494806,-10.745249,-9.491424,10.206628,8.570610,9.280388,8.820993,12.197483,-10.445206,9.427420,10.995969,10.681932,-10.011844,-9.967265,-9.955000,11.225694,11.351304,-9.313364,-10.850288,-7.383263,9.231741,11.894746,9.972228,-7.396913,11.845372,-10.260573,-10.677075,10.510771,10.879838,-12.203274,11.162905,-8.296199,10.236415,-10.458832,8.799974,-11.251821,-12.456789,9.074773,11.392212,11.620120,-11.536807,-11.438959,-7.800196,10.887371,-11.302769,9.988069,8.687947,7.026405,-11.317488,-10.773674,10.853109,9.831820,-8.167605,-7.393520,-7.960167"
P26664,"0.163470,0.135625,0.198313,-0.192865,0.169671,0.139610,0.139861,-0.137271,0.134597,-0.167450,0.152584,0.181788,-0.159410,-0.180090,-0.169773,-0.175428,-0.150678,0.158094,-0.198349,-0.135436,-0.154194,0.167050,0.141967,0.148754,-0.128801,-0.139412,0.165987,0.155184,0.206989,-0.164560,-0.153891,-0.174055,0.209252,-0.140279,0.141682,0.154030,-0.173232,-0.162455,0.145307,-0.177324,0.184149,-0.159016,0.134110,-0.191652,0.145327,0.147359,-0.152140,-0.155551,-0.133035,0.144440,0.155785,0.175263,-0.165337,0.198778,-0.146119,-0.136283,-0.228688,0.126007,0.151193,-0.149764,-0.170023,0.186053,0.168139,0.154643"
P07900,"-4.024277,-4.352498,-4.210002,4.774746,-4.335745,-4.286621,-4.251575,5.049333,-3.876666,3.913831,-5.020091,-4.592730,3.310868,4.655739,2.710815,3.190122,4.517850,-4.442064,4.887455,4.031024,4.552806,-2.592057,-3.791000,-4.297361,4.353598,4.528381,-2.809545,-4.438789,-2.216576,4.039349,4.768455,4.790128,-1.760503,4.288834,-4.058903,-3.763161,4.793725,5.021262,-4.582994,3.061746,-3.690919,1.834051,-4.449001,2.019865,-3.457500,-5.421268,3.041484,4.297534,5.135286,-2.866470,-3.175919,-4.478020,3.565535,-3.586023,3.454700,3.434191,2.477806,-4.389230,-2.992134,4.494696,3.283960,-2.493556,-2.581061,-3.356544"
P30536,"-0.285766,-0.625647,-0.764403,0.537643,-0.603981,-0.496781,-0.670971,0.515136,-0.604495,0.828278,-0.547148,-0.520362,0.766125,0.529589,0.770541,0.721073,0.780871,-0.610226,0.695579,0.550547,0.637248,-0.871884,-0.562096,-0.511172,0.456361,0.588586,-0.632107,-0.632753,-0.930065,0.615265,0.615893,0.438835,-0.913722,0.618488,-0.572235,-0.749764,0.743800,0.482514,-0.606033,0.958596,-0.585165,1.109472,-0.517042,1.047364,-0.766116,-0.626077,0.741955,0.685990,0.437498,-0.842273,-0.921644,-0.467647,0.802017,-1.043379,0.632379,0.405904,0.959934,-0.501911,-0.776930,0.616118,0.681703,-1.016735,-0.699565,-0.508528"
P30542,"0.285476,0.078969,0.283637,-0.201898,0.138141,0.141732,0.061246,-0.081017,0.059812,-0.224512,0.086348,0.243618,-0.143836,-0.275647,-0.172434,-0.292900,-0.025184,0.186615,-0.284595,-0.086033,-0.185990,0.157384,0.120169,0.147011,-0.086319,-0.069066,0.213641,0.115024,0.241630,-0.196348,-0.151787,-0.250173,0.342173,-0.086255,0.100846,0.088018,-0.136958,-0.166823,0.070217,-0.248194,0.218482,-0.086355,0.119716,-0.259617,0.089194,0.091055,-0.131162,-0.123469,-0.100036,0.081521,0.068346,0.265038,-0.125011,0.287940,-0.084367,-0.105866,-0.359440,0.074163,0.102183,-0.121586,-0.220832,0.208624,0.177785,0.211081"
P41145,"0.176234,0.126784,0.152559,-0.181183,0.154291,0.133853,0.120802,-0.137765,0.118646,-0.135170,0.141508,0.179100,-0.136182,-0.175526,-0.149860,-0.151286,-0.137036,0.129206,-0.170144,-0.128583,-0.127818,0.127403,0.140967,0.151592,-0.119732,-0.139083,0.139248,0.142686,0.152290,-0.140472,-0.131088,-0.156128,0.155392,-0.128735,0.133414,0.119933,-0.168589,-0.161728,0.133904,-0.110092,0.167676,-0.115539,0.128946,-0.140408,0.119221,0.142376,-0.144200,-0.140903,-0.134143,0.113650,0.115728,0.160498,-0.137309,0.145853,-0.135579,-0.153541,-0.154679,0.113640,0.132711,-0.130411,-0.145193,0.152043,0.152625,0.139980"
P11387,"0.183451,0.055259,0.218694,-0.164002,0.124783,0.103996,0.069830,-0.045571,0.073605,-0.158688,0.072653,0.175134,-0.131983,-0.191762,-0.172641,-0.214001,-0.072597,0.119044,-0.206684,-0.074878,-0.123175,0.169368,0.099542,0.101640,-0.061744,-0.059333,0.186231,0.103878,0.256848,-0.150243,-0.108439,-0.167492,0.307592,-0.075606,0.087253,0.081151,-0.120561,-0.106721,0.067455,-0.188725,0.202008,-0.117662,0.077524,-0.241390,0.086229,0.069967,-0.121942,-0.109156,-0.051064,0.107070,0.095889,0.187474,-0.125918,0.231076,-0.093473,-0.093433,-0.299143,0.049754,0.116944,-0.081363,-0.170800,0.200766,0.161545,0.164551"
Q96RP8,"0.142436,0.201165,0.150607,-0.166670,0.182385,0.179623,0.199705,-0.194167,0.202083,-0.170679,0.188211,0.159688,-0.195728,-0.145014,-0.184834,-0.155225,-0.209720,0.165808,-0.157051,-0.198069,-0.172771,0.188816,0.190101,0.182148,-0.185911,-0.202073,0.166310,0.189250,0.169574,-0.171314,-0.173122,-0.138140,0.138884,-0.196458,0.193055,0.194117,-0.190335,-0.168367,0.195996,-0.151981,0.163624,-0.222752,0.184573,-0.171458,0.203240,0.191371,-0.199651,-0.188274,-0.184467,0.204977,0.210830,0.138735,-0.198674,0.151698,-0.198698,-0.190738,-0.141953,0.189671,0.207726,-0.190091,-0.166078,0.193913,0.192839,0.167137"
O43526,"0.147801,0.196288,0.157594,-0.154737,0.174524,0.179671,0.195447,-0.190834,0.196477,-0.165176,0.186128,0.150992,-0.183977,-0.146654,-0.183143,-0.157977,-0.203647,0.162236,-0.137645,-0.193074,-0.179027,0.187653,0.193222,0.177379,-0.187150,-0.193846,0.166917,0.178761,0.141722,-0.178085,-0.175543,-0.137653,0.131920,-0.188708,0.192577,0.195095,-0.178029,-0.155730,0.191648,-0.149993,0.150023,-0.206777,0.187913,-0.164503,0.196239,0.183047,-0.197861,-0.185822,-0.186651,0.202802,0.194599,0.135662,-0.179729,0.124100,-0.198611,-0.185703,-0.130928,0.187201,0.192065,-0.185291,-0.166955,0.173792,0.179438,0.177389"
Q9Y5S1,"0.144910,0.195559,0.153470,-0.154891,0.173283,0.180540,0.197093,-0.188923,0.195878,-0.167071,0.186023,0.149668,-0.182436,-0.148977,-0.183008,-0.158686,-0.202865,0.164286,-0.131416,-0.193476,-0.179333,0.187444,0.194835,0.176903,-0.186282,-0.193051,0.166773,0.179935,0.137938,-0.177656,-0.175346,-0.140179,0.134673,-0.189472,0.192925,0.196065,-0.178187,-0.154895,0.191535,-0.149696,0.150054,-0.206100,0.188288,-0.166683,0.194427,0.181802,-0.197913,-0.186704,-0.186379,0.200996,0.195295,0.134897,-0.179327,0.126819,-0.199201,-0.184509,-0.128028,0.187235,0.190189,-0.183089,-0.165600,0.171513,0.177782,0.175291"
P17658,"0.146165,0.196182,0.155050,-0.156166,0.174568,0.180625,0.197194,-0.190028,0.196535,-0.167058,0.186712,0.150999,-0.183554,-0.149051,-0.183906,-0.158864,-0.204058,0.164158,-0.134338,-0.193806,-0.179429,0.188139,0.194885,0.177692,-0.186817,-0.194049,0.167330,0.180372,0.140553,-0.178107,-0.175825,-0.140109,0.134951,-0.189869,0.193352,0.196381,-0.179433,-0.156092,0.192248,-0.150021,0.151176,-0.207170,0.188413,-0.166787,0.195465,0.182918,-0.198664,-0.187220,-0.186721,0.201855,0.195932,0.136066,-0.180400,0.127374,-0.199658,-0.185714,-0.129757,0.187606,0.191494,-0.184176,-0.166502,0.173357,0.179109,0.176029"
P29972,"-2.772969,-5.237116,-3.842262,5.309669,-5.615422,-5.261172,-6.545867,4.940141,-7.554603,5.731634,-5.398865,-3.972748,7.033083,3.215263,6.031586,3.962534,6.330057,-5.197722,5.191834,6.173427,5.522439,-7.537642,-5.400630,-5.271550,5.237225,6.110239,-5.380741,-6.623372,-9.135500,5.775544,4.209013,3.388165,-5.952773,5.965179,-5.567477,-6.848494,5.018741,3.254063,-5.037921,4.785565,-5.434415,8.579327,-5.199609,7.129257,-6.733639,-4.989332,6.218791,5.835302,3.955150,-6.938747,-8.089672,-5.332936,7.952565,-6.200673,5.958143,5.265008,8.070579,-5.761548,-6.702766,6.220583,4.578183,-8.014400,-7.372877,-5.617936"
Q9H2S1,"0.179768,0.220375,0.204315,-0.201363,0.209047,0.198721,0.223323,-0.214997,0.215089,-0.191711,0.212938,0.193019,-0.212438,-0.178427,-0.209205,-0.175681,-0.232983,0.187784,-0.186063,-0.210961,-0.196031,0.215053,0.216289,0.200647,-0.201402,-0.220588,0.190467,0.211508,0.210544,-0.194264,-0.191288,-0.170477,0.163189,-0.211722,0.212407,0.217334,-0.216947,-0.198997,0.214862,-0.179996,0.189288,-0.239696,0.206740,-0.194075,0.221942,0.216431,-0.224695,-0.215110,-0.200385,0.223608,0.223997,0.169302,-0.208094,0.173427,-0.226571,-0.211489,-0.181708,0.203083,0.219075,-0.210796,-0.194156,0.224739,0.211809,0.198181"
P48050,"0.139126,0.195995,0.145738,-0.168157,0.175061,0.164934,0.189962,-0.195275,0.182263,-0.141980,0.191909,0.154754,-0.170767,-0.141857,-0.174301,-0.134271,-0.222740,0.142057,-0.135895,-0.185260,-0.156726,0.166156,0.189256,0.172255,-0.173692,-0.199233,0.144813,0.175179,0.126285,-0.158773,-0.165164,-0.128469,0.104183,-0.183763,0.188072,0.181694,-0.198157,-0.170143,0.197588,-0.118980,0.145896,-0.194408,0.174165,-0.138756,0.182435,0.196462,-0.195369,-0.183326,-0.186852,0.190125,0.185980,0.117205,-0.171551,0.112889,-0.195086,-0.190382,-0.099675,0.172497,0.187247,-0.174119,-0.153011,0.159483,0.164212,0.149141"
Q16322,"0.257031,0.115761,0.253425,-0.204245,0.163271,0.157546,0.108104,-0.117010,0.107537,-0.218412,0.126014,0.233685,-0.165344,-0.249823,-0.187367,-0.258075,-0.092314,0.180078,-0.257249,-0.121572,-0.183521,0.172184,0.145513,0.167492,-0.120467,-0.113517,0.206867,0.147995,0.228096,-0.191256,-0.165554,-0.227641,0.291821,-0.125379,0.132525,0.125523,-0.165791,-0.178232,0.114532,-0.231430,0.218854,-0.130575,0.144820,-0.240920,0.125863,0.128458,-0.158676,-0.149716,-0.130942,0.123648,0.119004,0.239060,-0.152663,0.255088,-0.125230,-0.139464,-0.304201,0.110087,0.138589,-0.147518,-0.210139,0.212476,0.191761,0.200122"
Q9UGI6,"0.301372,0.221873,0.328654,-0.311327,0.238259,0.226981,0.213846,-0.210913,0.208118,-0.290283,0.209205,0.318835,-0.252013,-0.306796,-0.268621,-0.301486,-0.217682,0.257154,-0.370301,-0.213880,-0.265009,0.269534,0.243893,0.238581,-0.184976,-0.212694,0.271734,0.235002,0.378369,-0.283080,-0.223677,-0.274728,0.359078,-0.209874,0.233731,0.215649,-0.278985,-0.261804,0.201430,-0.310194,0.258856,-0.244883,0.210007,-0.342398,0.219492,0.246341,-0.279016,-0.251855,-0.203073,0.230511,0.211069,0.349114,-0.256696,0.357182,-0.209632,-0.241722,-0.433606,0.198870,0.223763,-0.237171,-0.287352,0.307551,0.283377,0.268568"
P16389,"0.242677,0.168503,0.257567,-0.238184,0.184382,0.209607,0.188200,-0.166613,0.172580,-0.234815,0.182186,0.236880,-0.198430,-0.242562,-0.202792,-0.272005,-0.183944,0.224463,-0.260715,-0.161956,-0.222141,0.206150,0.200700,0.197042,-0.168219,-0.162992,0.235008,0.192373,0.248782,-0.215955,-0.199033,-0.225086,0.288212,-0.156488,0.178604,0.186403,-0.223305,-0.200175,0.159231,-0.264966,0.223539,-0.180675,0.197088,-0.248850,0.176106,0.201568,-0.204434,-0.197295,-0.176213,0.180605,0.159235,0.284238,-0.191522,0.264827,-0.175605,-0.194204,-0.304693,0.171371,0.166504,-0.179579,-0.237495,0.226370,0.232533,0.218678"
Q09470,"0.384173,-0.115932,0.344101,-0.180356,0.051386,0.037662,-0.155633,0.100556,-0.167550,-0.232933,-0.086022,0.297774,-0.022673,-0.378369,-0.096440,-0.380577,0.240082,0.140618,-0.342660,0.102553,-0.107804,0.039910,-0.033998,0.063360,0.082589,0.139992,0.198590,-0.010684,0.228321,-0.130415,-0.079278,-0.331645,0.494883,0.088623,-0.069535,-0.101627,-0.036834,-0.136084,-0.114807,-0.312121,0.239721,0.141525,-0.012460,-0.281691,-0.089522,-0.082536,0.030762,0.018408,0.045428,-0.128914,-0.149408,0.337926,0.016196,0.374893,0.099893,0.048853,-0.483870,-0.115832,-0.069914,0.019134,-0.218764,0.159671,0.105145,0.172544"
P22001,"0.208913,0.123958,0.208536,-0.182049,0.155180,0.144084,0.114019,-0.125451,0.106314,-0.181637,0.129603,0.200376,-0.148654,-0.214437,-0.170079,-0.215306,-0.109342,0.158591,-0.200950,-0.122973,-0.155177,0.152349,0.141381,0.153510,-0.119760,-0.120836,0.176676,0.138674,0.175929,-0.164210,-0.155077,-0.191378,0.228824,-0.125343,0.131809,0.125591,-0.164235,-0.168482,0.126673,-0.188281,0.186540,-0.128541,0.136752,-0.197264,0.126992,0.129084,-0.150322,-0.142754,-0.132311,0.120704,0.118475,0.189042,-0.139508,0.200603,-0.132394,-0.137491,-0.219099,0.112239,0.137496,-0.135053,-0.183709,0.180551,0.167969,0.168583"
P48547,"0.163950,0.125182,0.141965,-0.163889,0.143078,0.120179,0.110181,-0.131117,0.096779,-0.116606,0.133653,0.165945,-0.117357,-0.164250,-0.138181,-0.140298,-0.134067,0.116705,-0.148448,-0.116506,-0.108616,0.102897,0.131826,0.136882,-0.111283,-0.128318,0.124356,0.123633,0.116979,-0.118831,-0.125307,-0.147506,0.134649,-0.120474,0.126354,0.104768,-0.165230,-0.167013,0.133602,-0.099372,0.155584,-0.101856,0.115916,-0.117800,0.106910,0.138678,-0.132939,-0.129472,-0.132780,0.104770,0.102242,0.128930,-0.112962,0.127999,-0.128074,-0.146458,-0.110662,0.103457,0.124918,-0.112560,-0.136496,0.126363,0.125902,0.114151"
Q86W47,"0.171446,0.176013,0.170066,-0.169435,0.173343,0.171457,0.173304,-0.175460,0.180056,-0.161806,0.174712,0.168126,-0.179299,-0.156943,-0.178054,-0.166787,-0.176339,0.157804,-0.163108,-0.179421,-0.171052,0.178483,0.178252,0.173016,-0.174743,-0.178596,0.173497,0.170371,0.166391,-0.176175,-0.164776,-0.150553,0.154303,-0.173350,0.178059,0.173722,-0.168661,-0.160163,0.173909,-0.152099,0.167372,-0.183012,0.173243,-0.166898,0.179342,0.167893,-0.184020,-0.170195,-0.172023,0.182226,0.175545,0.155947,-0.176830,0.136547,-0.181668,-0.181922,-0.166851,0.170565,0.181618,-0.178228,-0.171337,0.177111,0.186579,0.181163"
P22460,"0.150929,0.141151,0.157196,-0.099415,0.121404,0.135998,0.124254,-0.132395,0.120245,-0.138680,0.120267,0.126271,-0.125461,-0.139539,-0.133486,-0.153824,-0.116304,0.129135,-0.115300,-0.128483,-0.148175,0.130335,0.140793,0.132645,-0.135014,-0.120644,0.136226,0.113078,0.077355,-0.142637,-0.145060,-0.132140,0.117900,-0.126960,0.137083,0.125711,-0.120292,-0.124774,0.131533,-0.156727,0.102508,-0.120066,0.142744,-0.132281,0.135337,0.126658,-0.136542,-0.127254,-0.146086,0.141187,0.112264,0.116993,-0.103047,0.095155,-0.131294,-0.120459,-0.110442,0.132147,0.125269,-0.131504,-0.146032,0.116834,0.121120,0.150006"
Q03721,"0.164937,0.169641,0.142558,-0.182091,0.176107,0.173843,0.178883,-0.171615,0.188158,-0.148344,0.175134,0.162868,-0.175245,-0.157097,-0.174154,-0.157214,-0.178491,0.164213,-0.156126,-0.180265,-0.156846,0.172361,0.179330,0.177538,-0.174197,-0.184863,0.172892,0.175458,0.175226,-0.166923,-0.157697,-0.155147,0.150126,-0.173676,0.175312,0.176276,-0.175610,-0.167151,0.175069,-0.131805,0.180066,-0.175121,0.172168,-0.161112,0.172002,0.170055,-0.176956,-0.167917,-0.168818,0.175461,0.174486,0.165418,-0.182112,0.132563,-0.182573,-0.195374,-0.145282,0.176660,0.178793,-0.174027,-0.162121,0.177093,0.188785,0.174103"
Q8NET8,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
P25105,"0.166612,0.173123,0.160137,-0.177647,0.178134,0.164842,0.175855,-0.170509,0.178846,-0.153297,0.178814,0.161940,-0.175699,-0.156705,-0.181715,-0.157436,-0.185619,0.155025,-0.155546,-0.175873,-0.158829,0.174766,0.180315,0.170322,-0.166536,-0.179284,0.165422,0.169997,0.172445,-0.170785,-0.155641,-0.142877,0.152052,-0.168694,0.180185,0.180289,-0.181130,-0.161116,0.173508,-0.136225,0.172273,-0.192599,0.168368,-0.165329,0.175975,0.164854,-0.192245,-0.169819,-0.165456,0.177115,0.180564,0.150863,-0.173300,0.126635,-0.188377,-0.188157,-0.157491,0.166970,0.182852,-0.171435,-0.162863,0.183528,0.191330,0.172241"
P14324,"0.090988,0.055035,0.083655,0.002301,0.020642,0.038940,0.008637,-0.047185,-0.024648,-0.029621,0.028336,0.049557,0.005342,-0.072145,-0.025692,-0.082450,-0.015108,0.030434,-0.004798,-0.017906,-0.040204,-0.015390,0.041544,0.031242,-0.042877,-0.009459,0.035293,-0.011461,-0.110696,-0.026048,-0.073296,-0.060552,0.001023,-0.023525,0.040323,0.003721,-0.035454,-0.073109,0.050194,-0.060762,0.008273,0.022097,0.047107,0.006280,0.016513,0.039932,-0.024924,-0.022593,-0.081876,0.020486,-0.029682,-0.011461,0.046928,-0.025000,-0.031067,-0.031007,0.068323,0.024562,0.010171,-0.013890,-0.060301,-0.040578,-0.023334,0.031068"
Q13258,"0.215891,0.228730,0.221030,-0.234088,0.208847,0.215183,0.237859,-0.222362,0.236173,-0.213714,0.222240,0.206707,-0.226315,-0.194984,-0.226474,-0.207849,-0.258405,0.196392,-0.223630,-0.222717,-0.218942,0.241030,0.224289,0.215461,-0.207984,-0.235190,0.217753,0.227894,0.225111,-0.213323,-0.212961,-0.186448,0.191738,-0.220498,0.223156,0.235470,-0.241401,-0.220891,0.229389,-0.225070,0.202435,-0.250426,0.223971,-0.232743,0.226251,0.245055,-0.246054,-0.224538,-0.222712,0.247573,0.239411,0.210603,-0.232365,0.191044,-0.222008,-0.241280,-0.222494,0.211857,0.228483,-0.231860,-0.212140,0.226776,0.230921,0.210625"
P43115,"-0.200857,-0.399027,-0.079998,0.084485,-0.290960,-0.386727,-0.423752,0.326350,-0.533225,0.266483,-0.274479,-0.075408,0.409321,0.088998,0.349361,0.228847,0.289699,-0.300271,0.034260,0.460303,0.352245,-0.432232,-0.408459,-0.350237,0.431201,0.361296,-0.335636,-0.327135,-0.252289,0.343405,0.263484,0.087679,-0.148652,0.407237,-0.431929,-0.456552,0.171630,0.095838,-0.328809,0.200023,-0.186994,0.595733,-0.421675,0.330998,-0.482463,-0.209624,0.420395,0.308215,0.335566,-0.484965,-0.474743,-0.149904,0.369049,0.001146,0.454741,0.414444,0.100954,-0.471490,-0.457072,0.387612,0.244798,-0.383349,-0.459949,-0.442536"
O75762,"0.186993,0.198740,0.203576,-0.212050,0.198786,0.190735,0.197609,-0.195702,0.195556,-0.194170,0.196960,0.204134,-0.204719,-0.193924,-0.209013,-0.200423,-0.211430,0.188401,-0.207518,-0.197786,-0.194283,0.207827,0.203855,0.194474,-0.182995,-0.200107,0.196604,0.195853,0.216742,-0.204003,-0.186884,-0.174122,0.202055,-0.193077,0.200715,0.200873,-0.212771,-0.187957,0.194931,-0.177288,0.196957,-0.222664,0.188716,-0.212673,0.198690,0.199135,-0.218303,-0.203955,-0.186367,0.203579,0.200294,0.189674,-0.207776,0.196668,-0.204811,-0.204725,-0.212483,0.183611,0.204597,-0.195852,-0.198269,0.217377,0.212251,0.197141"
P21917,"0.281952,0.044311,0.268244,-0.192001,0.116761,0.132083,0.044663,-0.049131,0.034490,-0.237075,0.062003,0.242285,-0.119903,-0.289341,-0.159967,-0.300512,0.008177,0.174682,-0.256172,-0.058437,-0.173701,0.144116,0.096148,0.132403,-0.062583,-0.030822,0.208775,0.108863,0.207074,-0.173579,-0.146749,-0.254874,0.354398,-0.067291,0.071982,0.071679,-0.118531,-0.152260,0.045328,-0.269244,0.206334,-0.049553,0.108779,-0.263012,0.062946,0.064795,-0.105109,-0.109395,-0.082577,0.046374,0.044346,0.276917,-0.098364,0.294355,-0.057857,-0.078642,-0.353032,0.049849,0.067102,-0.093302,-0.203812,0.175542,0.163092,0.188434"
P14416,"0.261212,0.155945,0.253301,-0.216053,0.193907,0.180051,0.153116,-0.147763,0.151017,-0.248092,0.153731,0.246717,-0.190788,-0.275243,-0.217526,-0.256803,-0.132059,0.209296,-0.262835,-0.153739,-0.210929,0.201388,0.190044,0.202094,-0.146201,-0.155359,0.217731,0.183591,0.251643,-0.215565,-0.186499,-0.257426,0.304873,-0.164065,0.172698,0.154685,-0.210119,-0.208406,0.152042,-0.275379,0.217386,-0.155881,0.170197,-0.275141,0.166296,0.165751,-0.195734,-0.184342,-0.161803,0.163620,0.160469,0.274100,-0.182354,0.280998,-0.156861,-0.160881,-0.323492,0.156072,0.168587,-0.177541,-0.232892,0.251240,0.222569,0.219260"
